session_id,cashier_id,terminal_id,member_id,session_type,duration_min,order_transfer,usage,discount,total
14217,4,7,,Standard,145,1.53,15.11,2.4,14.24
14218,3,9,,Administrator,20,1.08,1.86,0.0,2.94
14219,2,14,45.0,Member,98,5.61,14.18,0.0,19.79
14220,5,8,,Standard,118,4.8,11.34,0.0,16.14
14221,5,4,,Standard,139,0.64,20.03,0.0,20.67
14222,4,1,,Standard,37,3.6,2.37,0.0,5.97
14223,4,5,,Standard,100,5.71,8.95,2.81,11.85
14224,1,4,,Administrator,26,5.51,1.57,0.0,7.08
14225,4,16,,Standard,83,2.67,9.98,1.49,11.16
14226,5,2,,Standard,64,6.8,6.01,0.0,12.81
14227,3,5,,Standard,41,4.55,5.87,0.0,10.42
14228,3,16,10.0,Member,77,4.32,11.13,0.0,15.45
14229,5,16,,Standard,90,4.1,11.5,0.0,15.6
14230,1,12,8.0,Member,163,1.19,15.57,0.0,16.76
14231,3,13,,Standard,54,3.48,7.18,0.0,10.66
14232,5,5,1.0,Member,67,4.88,10.23,0.0,15.11
14233,3,4,,Standard,74,2.97,8.36,0.0,11.33
14234,4,13,,Standard,57,7.65,4.54,0.0,12.19
14235,4,9,,Standard,54,1.57,7.16,0.38,8.35
14236,2,1,2.0,Member,60,2.95,8.16,0.0,11.11
14237,5,7,8.0,Member,145,0.71,14.77,0.0,15.48
14238,2,8,,Time Limited,41,2.51,3.19,0.0,5.7
14239,3,11,,Standard,39,2.04,3.48,0.0,5.52
14240,2,4,,Standard,70,7.3,8.52,0.0,15.82
14241,2,2,,Standard,148,1.91,19.34,0.47,20.78
14242,5,16,,Standard,93,0.88,13.84,1.52,13.2
14243,2,10,,Standard,50,4.69,4.94,0.0,9.63
14244,1,11,46.0,Member,164,1.82,11.58,0.0,13.4
14245,4,1,,Administrator,26,1.4,3.91,0.0,5.31
14246,4,7,,Standard,87,0.18,10.68,0.0,10.86
14247,4,11,,Time Limited,64,2.59,4.0,0.0,6.59
14248,3,4,,Administrator,45,1.68,3.45,0.0,5.13
14249,2,10,,Time Limited,55,6.95,6.45,0.0,13.4
14250,5,14,,Standard,127,2.03,13.99,0.0,16.02
14251,4,10,,Standard,84,1.72,7.16,0.0,8.88
14252,3,11,28.0,Member,134,6.06,14.8,2.34,18.52
14253,1,12,,Administrator,15,7.04,1.58,0.37,8.25
14254,1,13,,Standard,73,2.61,7.72,0.0,10.33
14255,4,12,24.0,Member,155,5.6,24.38,0.0,29.98
14256,1,7,,Free,48,4.08,2.92,1.27,5.73
14257,2,4,9.0,Member,77,7.06,9.16,2.99,13.23
14258,1,13,47.0,Member,83,7.33,9.23,0.0,16.56
14259,5,3,,Standard,124,3.22,10.51,2.88,10.85
14260,5,12,,Standard,146,5.69,17.48,0.0,23.17
14261,5,6,34.0,Member,142,5.77,9.49,0.0,15.26
14262,3,6,,Standard,48,7.39,5.12,1.98,10.53
14263,5,11,,Standard,64,0.46,8.84,0.0,9.3
14264,2,14,6.0,Member,174,4.86,13.07,0.0,17.93
14265,2,13,,Time Limited,32,1.03,3.1,0.0,4.13
14266,2,5,,Standard,48,6.22,3.3,0.0,9.52
14267,4,7,,Standard,66,1.65,5.31,0.0,6.96
14268,2,9,,Time Limited,36,5.47,4.55,0.0,10.02
14269,2,11,65.0,Member,120,2.72,12.07,0.0,14.79
14270,4,11,6.0,Member,108,2.94,12.18,0.0,15.12
14271,5,16,,Standard,38,0.5,3.72,0.0,4.22
14272,5,4,14.0,Member,151,3.39,14.36,0.0,17.75
14273,1,5,,Time Limited,57,6.15,7.86,0.59,13.42
14274,4,12,,Standard,60,5.63,3.87,1.44,8.06
14275,3,12,,Time Limited,45,3.89,3.85,0.0,7.74
14276,3,9,,Standard,32,2.07,4.7,1.4,5.37
14277,5,14,,Standard,106,3.52,16.11,0.0,19.63
14278,2,4,8.0,Member,150,0.63,9.7,0.0,10.33
14279,5,2,10.0,Member,84,4.97,9.2,0.0,14.17
14280,3,9,,Time Limited,48,3.12,4.14,0.0,7.26
14281,1,16,28.0,Member,115,0.58,14.08,0.0,14.66
14282,4,4,,Free,55,5.55,5.36,0.0,10.91
14283,4,14,,Free,31,7.94,4.17,0.0,12.11
14284,4,6,,Standard,58,4.66,4.48,0.0,9.14
14285,5,8,35.0,Member,118,4.92,11.86,0.0,16.78
14286,3,7,34.0,Member,137,7.81,14.57,0.0,22.38
14287,2,1,,Standard,59,4.4,7.26,0.0,11.66
14288,1,6,,Administrator,32,1.43,4.16,0.0,5.59
14289,1,3,58.0,Member,118,1.42,7.15,0.0,8.57
14290,2,9,,Standard,145,3.87,14.8,0.0,18.67
14291,3,9,20.0,Member,60,7.98,5.87,0.0,13.85
14292,3,14,5.0,Member,67,4.84,6.14,0.0,10.98
14293,3,4,,Administrator,11,7.76,0.68,0.0,8.44
14294,1,2,,Free,29,5.69,2.77,0.0,8.46
14295,3,10,,Standard,67,1.67,7.08,0.0,8.75
14296,5,12,,Administrator,38,6.0,2.53,0.0,8.53
14297,3,13,61.0,Member,62,0.82,7.28,2.09,6.01
14298,3,16,8.0,Member,166,5.36,25.72,0.0,31.08
14299,1,11,3.0,Member,121,3.77,18.37,1.94,20.2
14300,4,6,,Standard,95,7.77,14.93,0.0,22.7
14301,2,15,42.0,Member,65,3.46,3.95,0.0,7.41
14302,5,8,26.0,Member,137,6.1,14.54,0.0,20.64
14303,1,16,,Free,28,2.82,2.57,0.83,4.56
14304,5,13,,Standard,142,7.21,13.08,2.68,17.61
14305,3,11,,Administrator,12,7.85,1.56,0.94,8.47
14306,3,6,,Time Limited,52,3.03,6.86,0.0,9.89
14307,4,4,19.0,Member,151,4.25,15.71,2.97,16.99
14308,3,12,5.0,Member,116,7.32,12.09,0.0,19.41
14309,3,16,,Free,44,3.07,6.16,0.0,9.23
14310,3,8,,Standard,90,6.29,11.85,0.0,18.14
14311,1,12,,Standard,148,4.31,11.18,0.0,15.49
14312,1,5,,Standard,135,7.8,13.54,0.0,21.34
14313,5,12,,Standard,102,5.28,10.53,0.0,15.81
14314,2,11,33.0,Member,85,2.52,5.66,0.0,8.18
14315,3,3,,Standard,74,6.1,9.84,0.0,15.94
14316,1,3,44.0,Member,153,2.14,10.96,0.0,13.1
14317,1,15,,Standard,57,1.45,4.28,0.0,5.73
14318,4,9,,Standard,124,6.41,13.7,0.0,20.11
14319,2,11,43.0,Member,107,7.63,12.63,0.0,20.26
14320,2,12,,Time Limited,86,5.52,13.31,0.2,18.63
14321,2,15,,Standard,124,5.15,7.87,0.0,13.02
14322,2,7,,Standard,52,6.46,4.92,0.98,10.4
14323,4,4,,Standard,134,6.04,12.96,0.0,19.0
14324,4,5,,Standard,39,2.14,3.74,0.0,5.88
14325,5,3,60.0,Member,90,6.43,9.25,0.0,15.68
14326,5,2,,Free,19,6.69,1.79,0.32,8.16
14327,1,1,6.0,Member,132,3.16,20.64,0.0,23.8
14328,2,7,,Standard,90,2.2,6.93,0.0,9.13
14329,1,7,,Standard,43,2.91,5.06,0.0,7.97
14330,5,15,,Standard,145,3.37,20.53,0.0,23.9
14331,1,2,,Standard,75,3.95,6.88,0.0,10.83
14332,5,9,,Standard,125,6.75,19.95,0.0,26.7
14333,3,13,,Standard,86,5.97,12.88,0.81,18.04
14334,4,13,,Standard,134,2.99,17.29,0.0,20.28
14335,3,12,,Standard,34,4.43,4.12,0.0,8.55
14336,4,7,,Standard,47,7.98,4.84,0.5,12.32
14337,4,11,50.0,Member,48,2.98,6.39,0.0,9.37
14338,5,13,,Standard,38,0.41,5.73,1.89,4.25
14339,5,13,,Standard,43,7.7,5.01,0.0,12.71
14340,4,8,,Standard,138,6.73,10.37,1.01,16.09
14341,3,16,,Standard,112,3.28,15.03,0.0,18.31
14342,2,8,,Free,39,4.03,5.04,0.0,9.07
14343,5,14,,Standard,88,7.89,10.75,1.52,17.12
14344,2,1,46.0,Member,175,1.12,16.02,0.0,17.14
14345,1,9,3.0,Member,132,3.93,17.51,0.0,21.44
14346,5,2,,Free,29,5.07,2.93,1.96,6.04
14347,3,12,,Standard,35,0.45,5.08,0.0,5.53
14348,5,1,27.0,Member,103,5.84,13.89,0.0,19.73
14349,3,4,,Standard,146,7.16,19.92,0.0,27.08
14350,3,13,,Standard,90,2.13,6.01,1.75,6.39
14351,1,5,,Standard,37,2.15,2.66,0.0,4.81
14352,4,5,,Time Limited,71,7.23,10.13,0.0,17.36
14353,4,9,,Standard,144,1.33,10.93,0.0,12.26
14354,3,7,,Administrator,44,5.7,4.38,0.0,10.08
14355,3,11,,Standard,48,4.0,4.13,0.0,8.13
14356,5,7,,Standard,115,2.9,7.9,0.0,10.8
14357,3,7,9.0,Member,107,4.13,11.46,2.63,12.96
14358,4,12,,Standard,42,0.71,6.3,0.0,7.01
14359,4,4,,Standard,70,7.08,7.3,0.0,14.38
14360,3,15,,Standard,135,0.73,12.65,0.0,13.38
14361,3,5,,Administrator,19,6.19,2.91,1.24,7.86
14362,5,16,43.0,Member,50,0.18,6.16,0.0,6.34
14363,1,11,,Standard,53,0.76,7.63,0.0,8.39
14364,2,11,,Free,23,4.35,2.72,0.0,7.07
14365,5,3,,Free,29,2.3,1.86,0.0,4.16
14366,3,11,,Standard,132,2.82,12.86,0.0,15.68
14367,3,6,14.0,Member,54,2.81,8.1,0.0,10.91
14368,4,11,,Standard,97,4.21,9.5,0.0,13.71
14369,1,1,61.0,Member,130,4.43,7.92,1.4,10.95
14370,1,12,9.0,Member,128,6.58,19.31,0.0,25.89
14371,4,3,,Standard,93,5.74,6.44,0.0,12.18
14372,4,2,,Standard,113,7.77,11.51,0.0,19.28
14373,4,11,,Time Limited,49,2.84,3.11,1.94,4.01
14374,5,4,17.0,Member,150,5.39,20.43,0.0,25.82
14375,2,7,,Standard,86,5.94,10.82,0.28,16.48
14376,5,10,23.0,Member,53,2.5,7.34,0.0,9.84
14377,2,3,,Standard,118,5.14,13.22,0.0,18.36
14378,2,10,,Free,44,5.37,5.31,0.0,10.68
14379,2,9,,Administrator,17,4.67,1.16,0.0,5.83
14380,1,15,,Standard,54,1.72,4.85,0.0,6.57
14381,1,12,66.0,Member,83,0.55,9.61,0.0,10.16
14382,5,1,,Standard,97,2.9,13.84,0.0,16.74
14383,5,2,,Standard,110,7.16,16.5,0.0,23.66
14384,2,2,,Time Limited,89,4.8,5.87,0.0,10.67
14385,3,14,,Standard,103,5.65,13.94,0.0,19.59
14386,1,1,,Free,37,6.66,2.54,0.0,9.2
14387,3,5,,Standard,52,1.41,7.9,0.8,8.51
14388,2,2,,Administrator,28,0.88,3.1,2.69,1.29
14389,2,1,,Standard,89,4.55,13.36,0.0,17.91
14390,5,3,44.0,Member,179,1.79,28.61,0.0,30.4
14391,5,8,,Standard,147,7.67,9.9,0.0,17.57
14392,1,8,4.0,Member,56,6.76,4.88,0.0,11.64
14393,1,10,,Standard,99,4.06,9.97,0.0,14.03
14394,2,15,,Standard,83,3.48,10.3,0.0,13.78
14395,1,13,51.0,Member,152,3.22,19.32,0.0,22.54
14396,2,3,,Free,58,3.04,6.59,0.0,9.63
14397,5,14,14.0,Member,136,1.89,12.61,0.0,14.5
14398,5,16,,Standard,54,5.74,4.6,0.0,10.34
14399,2,5,28.0,Member,164,3.78,18.71,0.0,22.49
14400,1,9,,Standard,82,0.54,11.46,0.0,12.0
14401,1,1,2.0,Member,174,4.36,14.94,0.0,19.3
14402,3,3,3.0,Member,178,5.08,12.46,1.14,16.4
14403,3,11,,Administrator,26,3.21,3.36,2.12,4.45
14404,1,3,,Standard,90,6.6,12.48,1.25,17.83
14405,5,16,59.0,Member,81,2.68,11.69,0.0,14.37
14406,1,1,,Standard,64,7.1,9.18,0.0,16.28
14407,3,6,,Standard,53,4.26,6.79,0.0,11.05
14408,3,10,3.0,Member,71,2.29,4.48,1.47,5.3
14409,5,8,25.0,Member,116,4.0,9.89,0.0,13.89
14410,2,8,,Standard,35,5.37,5.32,0.0,10.69
14411,3,14,,Standard,116,5.25,9.74,0.0,14.99
14412,3,6,45.0,Member,128,5.11,8.0,0.0,13.11
14413,2,12,,Standard,138,1.24,15.03,0.0,16.27
14414,5,3,,Administrator,37,0.33,2.91,2.76,0.48
14415,1,16,,Administrator,15,4.92,0.93,0.0,5.85
14416,5,10,,Time Limited,65,0.5,5.2,0.0,5.7
14417,1,2,,Standard,43,0.03,5.95,0.0,5.98
14418,4,12,,Administrator,19,3.51,1.24,0.0,4.75
14419,1,2,,Standard,113,3.2,14.21,1.52,15.89
14420,1,6,,Free,28,7.81,4.31,0.0,12.12
14421,2,9,,Standard,126,1.02,13.21,0.0,14.23
14422,3,2,27.0,Member,48,1.61,5.99,0.08,7.52
14423,5,9,,Standard,72,2.63,11.17,0.0,13.8
14424,1,12,,Standard,112,0.27,16.78,1.77,15.28
14425,4,16,,Administrator,32,4.27,2.57,1.13,5.71
14426,2,1,,Time Limited,55,1.08,7.41,0.0,8.49
14427,5,12,38.0,Member,173,1.85,21.98,0.0,23.83
14428,5,6,,Standard,131,7.85,20.19,1.54,26.5
14429,4,4,,Standard,142,6.32,13.24,0.0,19.56
14430,4,6,,Standard,31,5.19,2.39,0.0,7.58
14431,1,1,,Standard,66,2.39,9.66,0.0,12.05
14432,2,15,5.0,Member,171,5.34,24.29,0.0,29.63
14433,5,4,57.0,Member,177,7.1,25.64,0.0,32.74
14434,5,12,,Administrator,35,0.27,2.39,0.08,2.58
14435,1,2,,Standard,86,3.78,10.59,0.0,14.37
14436,4,1,5.0,Member,58,0.53,5.91,0.0,6.44
14437,4,7,40.0,Member,155,1.56,11.84,1.7,11.7
14438,2,11,,Standard,121,1.59,18.14,2.07,17.66
14439,2,16,,Standard,44,1.04,4.2,1.07,4.17
14440,1,3,,Standard,42,5.57,2.76,0.26,8.07
14441,4,3,,Standard,121,4.21,17.14,0.0,21.35
14442,2,1,,Time Limited,42,5.32,6.49,0.0,11.81
14443,5,2,,Standard,36,0.39,5.38,0.0,5.77
14444,3,13,,Standard,84,4.69,7.56,0.0,12.25
14445,2,6,1.0,Member,145,7.99,17.67,0.0,25.66
14446,5,16,,Standard,48,3.1,3.54,2.82,3.82
14447,2,1,,Standard,86,1.5,6.41,0.0,7.91
14448,2,2,,Standard,39,1.36,4.47,1.81,4.02
14449,5,10,,Standard,93,1.71,9.84,0.0,11.55
14450,3,8,4.0,Member,150,4.12,19.37,0.0,23.49
14451,1,11,,Standard,142,7.46,18.82,0.0,26.28
14452,4,10,,Standard,44,4.91,4.14,0.0,9.05
14453,4,15,8.0,Member,158,7.16,18.81,0.0,25.97
14454,2,15,,Time Limited,58,2.69,5.94,0.0,8.63
14455,4,15,,Standard,125,4.13,19.4,0.0,23.53
14456,3,10,1.0,Member,179,2.28,23.0,0.07,25.21
14457,3,16,34.0,Member,118,0.18,15.46,1.32,14.32
14458,4,9,,Time Limited,78,5.21,7.62,0.0,12.83
14459,1,13,,Standard,114,6.48,13.64,0.52,19.6
14460,3,16,,Standard,30,7.32,3.3,0.0,10.62
14461,5,12,10.0,Member,105,3.17,15.07,0.0,18.24
14462,5,3,4.0,Member,61,4.98,4.19,0.0,9.17
14463,1,4,,Administrator,10,0.66,1.17,0.0,1.83
14464,1,12,65.0,Member,121,5.14,14.72,0.0,19.86
14465,5,2,40.0,Member,97,4.86,9.18,0.0,14.04
14466,2,9,,Free,28,4.31,1.75,0.0,6.06
14467,3,7,,Standard,66,0.8,7.32,1.13,6.99
14468,1,10,37.0,Member,136,7.72,16.5,0.0,24.22
14469,2,7,3.0,Member,110,6.7,12.34,0.0,19.04
14470,4,3,,Standard,90,0.11,11.13,1.74,9.5
14471,2,3,,Standard,147,2.72,23.16,1.93,23.95
14472,5,15,,Standard,42,5.57,6.35,0.0,11.92
14473,2,10,,Standard,106,4.45,10.45,0.0,14.9
14474,1,6,,Free,42,7.4,4.7,0.0,12.1
14475,5,3,,Standard,118,5.97,15.13,0.0,21.1
14476,3,15,2.0,Member,176,3.37,21.9,0.0,25.27
14477,3,10,48.0,Member,180,0.24,14.05,0.0,14.29
14478,4,5,14.0,Member,63,0.03,7.02,0.0,7.05
14479,5,13,,Standard,96,6.65,10.88,0.0,17.53
14480,1,8,50.0,Member,149,7.51,19.2,0.0,26.71
14481,3,14,,Standard,83,1.82,8.42,0.0,10.24
14482,5,1,8.0,Member,158,0.33,22.91,0.0,23.24
14483,4,3,19.0,Member,86,2.53,11.02,1.42,12.13
14484,5,11,,Standard,100,2.48,8.59,0.0,11.07
14485,4,12,22.0,Member,89,2.11,11.91,1.37,12.65
14486,2,3,3.0,Member,54,6.84,5.57,0.0,12.41
14487,2,1,,Standard,112,1.92,12.09,0.0,14.01
14488,5,12,,Administrator,10,2.03,1.15,0.0,3.18
14489,2,16,,Standard,145,3.25,20.89,0.0,24.14
14490,5,16,,Standard,97,4.01,11.29,0.0,15.3
14491,1,5,,Standard,104,3.98,12.41,0.0,16.39
14492,5,14,50.0,Member,100,5.82,9.44,0.73,14.53
14493,4,1,,Standard,98,0.73,9.16,0.0,9.89
14494,5,9,60.0,Member,99,5.57,12.72,0.0,18.29
14495,4,16,2.0,Member,173,5.5,20.09,0.0,25.59
14496,5,6,,Standard,81,7.05,7.94,0.0,14.99
14497,4,13,,Standard,83,0.81,8.97,0.0,9.78
14498,1,5,,Administrator,14,2.08,1.76,0.0,3.84
14499,1,9,,Standard,65,3.2,5.89,0.0,9.09
14500,3,4,,Standard,105,6.75,14.38,0.0,21.13
14501,5,16,,Standard,113,1.03,8.38,0.0,9.41
14502,2,11,,Time Limited,87,1.93,5.49,2.23,5.19
14503,4,16,4.0,Member,69,1.21,10.94,0.0,12.15
14504,3,5,,Standard,71,7.71,7.25,1.57,13.39
14505,1,12,,Standard,145,1.76,16.42,0.0,18.18
14506,2,14,,Standard,77,6.17,11.6,0.0,17.77
14507,5,14,7.0,Member,173,5.03,12.05,0.0,17.08
14508,5,14,,Standard,114,1.42,14.9,0.0,16.32
14509,4,1,45.0,Member,54,2.02,3.34,1.11,4.25
14510,1,13,,Time Limited,70,5.75,5.19,0.0,10.94
14511,2,5,50.0,Member,88,6.92,8.03,0.0,14.95
14512,1,15,49.0,Member,71,2.39,9.95,0.88,11.46
14513,4,15,,Standard,150,4.29,21.28,0.0,25.57
14514,3,14,,Time Limited,46,7.94,5.29,0.0,13.23
14515,1,2,,Time Limited,37,3.43,3.78,0.0,7.21
14516,3,14,,Standard,50,4.69,7.11,0.0,11.8
14517,2,16,,Standard,139,3.35,10.9,0.0,14.25
14518,5,13,40.0,Member,98,1.1,7.98,0.0,9.08
14519,2,14,,Standard,82,1.3,12.75,0.0,14.05
14520,2,14,30.0,Member,45,3.36,2.92,0.0,6.28
14521,4,5,2.0,Member,95,3.89,10.15,0.0,14.04
14522,3,14,27.0,Member,171,7.98,13.86,0.0,21.84
14523,2,7,,Standard,42,5.47,5.42,0.0,10.89
14524,1,1,,Time Limited,47,3.43,4.14,0.0,7.57
14525,1,7,,Standard,66,0.67,5.06,2.25,3.48
14526,5,3,,Time Limited,59,0.65,3.89,0.0,4.54
14527,5,10,,Time Limited,76,5.51,6.54,2.5,9.55
14528,4,2,,Standard,50,2.53,3.54,0.0,6.07
14529,3,10,,Standard,118,0.57,11.58,0.0,12.15
14530,1,14,,Time Limited,63,0.37,8.04,0.0,8.41
14531,5,13,,Time Limited,73,0.32,4.43,0.0,4.75
14532,4,8,47.0,Member,80,4.25,9.71,0.0,13.96
14533,5,10,45.0,Member,89,1.68,11.87,0.0,13.55
14534,1,10,,Standard,82,4.48,5.04,0.0,9.52
14535,3,11,7.0,Member,121,4.95,7.84,0.0,12.79
14536,1,14,,Standard,31,4.42,4.68,0.0,9.1
14537,5,4,,Administrator,24,1.2,3.49,0.0,4.69
14538,3,3,28.0,Member,53,1.96,6.12,0.0,8.08
14539,2,16,,Standard,80,0.61,4.92,0.0,5.53
14540,2,15,,Standard,92,3.05,8.01,0.0,11.06
14541,1,12,,Standard,141,2.76,12.1,0.0,14.86
14542,3,16,42.0,Member,111,3.68,8.01,0.93,10.76
14543,3,6,24.0,Member,144,6.1,11.09,0.0,17.19
14544,3,8,,Standard,132,7.52,19.71,0.85,26.38
14545,1,6,,Standard,56,4.41,5.32,0.0,9.73
14546,2,16,,Administrator,32,3.65,3.24,0.0,6.89
14547,2,11,,Standard,115,4.99,17.69,0.0,22.68
14548,2,11,,Standard,141,2.05,17.06,0.0,19.11
14549,2,10,,Standard,109,2.69,13.98,0.0,16.67
14550,5,1,,Standard,53,4.68,5.44,0.0,10.12
14551,1,10,9.0,Member,96,3.99,14.31,0.0,18.3
14552,2,5,,Standard,147,4.7,15.23,0.0,19.93
14553,2,7,,Standard,85,1.79,7.39,0.0,9.18
14554,5,13,,Standard,142,3.55,11.94,0.13,15.36
14555,3,9,39.0,Member,100,3.38,8.73,0.0,12.11
14556,3,12,8.0,Member,94,1.2,12.48,2.01,11.67
14557,2,15,,Standard,108,6.9,15.16,0.0,22.06
14558,5,13,,Free,56,6.95,4.96,0.0,11.91
14559,5,13,,Standard,33,6.9,3.45,0.0,10.35
14560,2,4,,Standard,133,3.99,16.25,0.0,20.24
14561,3,4,,Standard,112,7.73,10.04,0.0,17.77
14562,3,5,,Free,45,6.58,3.36,2.44,7.5
14563,2,4,35.0,Member,69,1.56,8.23,0.0,9.79
14564,4,16,,Time Limited,31,5.83,2.71,0.4,8.14
14565,2,12,27.0,Member,157,1.22,11.83,0.0,13.05
14566,4,11,,Standard,92,6.24,9.05,0.0,15.29
14567,2,7,2.0,Member,138,7.78,11.25,0.06,18.97
14568,2,1,19.0,Member,103,5.92,9.94,0.0,15.86
14569,4,9,,Standard,107,2.85,10.35,1.93,11.27
14570,1,13,,Standard,109,2.29,14.02,0.0,16.31
14571,5,11,,Time Limited,67,3.67,5.31,0.0,8.98
14572,2,16,25.0,Member,127,0.87,12.76,0.0,13.63
14573,4,5,,Standard,136,7.14,15.67,0.0,22.81
14574,1,8,,Time Limited,80,6.28,9.55,0.0,15.83
14575,2,14,12.0,Member,70,1.04,9.21,0.0,10.25
14576,2,8,45.0,Member,70,4.08,7.76,0.0,11.84
14577,3,13,,Standard,119,7.39,8.4,0.0,15.79
14578,4,11,18.0,Member,151,1.76,22.99,2.79,21.96
14579,5,9,,Free,57,4.03,8.36,0.0,12.39
14580,4,9,,Standard,56,0.5,5.06,0.0,5.56
14581,4,4,57.0,Member,130,2.87,13.02,0.08,15.81
14582,4,2,1.0,Member,80,2.38,10.89,0.0,13.27
14583,5,13,,Administrator,41,6.86,4.13,0.0,10.99
14584,5,5,,Time Limited,50,5.24,7.6,0.0,12.84
14585,2,12,,Standard,58,6.88,4.58,0.0,11.46
14586,3,6,,Standard,38,1.23,2.97,0.0,4.2
14587,2,7,,Standard,38,5.34,4.55,0.0,9.89
14588,5,4,,Standard,95,5.68,6.75,0.0,12.43
14589,3,9,,Standard,34,4.03,2.83,0.0,6.86
14590,4,6,10.0,Member,127,2.5,12.86,0.0,15.36
14591,4,8,39.0,Member,149,0.7,9.71,0.0,10.41
14592,5,12,,Standard,150,5.34,16.78,1.43,20.69
14593,1,7,35.0,Member,59,7.72,5.93,1.25,12.4
14594,2,2,,Standard,127,4.41,8.9,0.0,13.31
14595,5,15,,Standard,102,0.39,10.57,0.0,10.96
14596,3,1,10.0,Member,57,3.86,6.86,0.0,10.72
14597,2,12,,Time Limited,39,7.58,4.98,0.0,12.56
14598,2,11,,Standard,141,5.41,15.76,0.0,21.17
14599,3,13,,Standard,95,1.68,10.87,0.0,12.55
14600,2,3,,Standard,145,6.0,15.34,0.0,21.34
14601,3,5,61.0,Member,56,0.95,6.42,2.2,5.17
14602,3,2,7.0,Member,91,6.15,9.74,2.21,13.68
14603,1,9,,Standard,144,5.8,18.27,0.73,23.34
14604,3,3,,Standard,138,7.58,10.21,0.0,17.79
14605,1,8,,Standard,53,4.63,3.29,2.29,5.63
14606,5,15,,Standard,134,7.6,11.57,0.0,19.17
14607,2,1,,Standard,145,3.26,11.84,0.0,15.1
14608,4,11,48.0,Member,93,4.46,9.73,0.0,14.19
14609,1,2,,Standard,77,3.42,4.8,0.0,8.22
14610,4,5,,Standard,117,4.85,10.16,0.0,15.01
14611,2,10,5.0,Member,139,0.32,21.54,1.92,19.94
14612,5,16,,Time Limited,78,7.22,8.72,0.0,15.94
14613,1,16,,Time Limited,45,6.04,4.12,0.0,10.16
14614,5,13,,Standard,130,4.92,17.31,1.98,20.25
14615,4,5,,Time Limited,31,1.46,4.06,0.0,5.52
14616,3,16,40.0,Member,116,3.91,14.49,0.0,18.4
14617,2,16,3.0,Member,140,4.1,22.22,0.0,26.32
14618,1,1,,Standard,55,1.42,5.18,0.0,6.6
14619,5,7,26.0,Member,149,3.8,19.71,1.19,22.32
14620,2,3,,Standard,125,6.66,13.32,0.0,19.98
14621,5,6,32.0,Member,160,4.77,22.09,2.97,23.89
14622,2,15,,Standard,124,6.56,10.06,0.0,16.62
14623,3,10,,Standard,43,4.7,3.05,0.0,7.75
14624,4,14,10.0,Member,136,2.87,19.7,0.7,21.87
14625,2,10,,Time Limited,89,4.27,8.75,0.94,12.08
14626,1,6,,Standard,48,6.5,5.33,2.15,9.68
14627,2,12,,Time Limited,40,6.76,4.59,2.12,9.23
14628,4,8,,Standard,99,3.71,10.83,0.0,14.54
14629,3,13,,Standard,52,1.21,5.73,2.73,4.21
14630,4,1,,Standard,126,3.06,15.51,0.0,18.57
14631,3,9,26.0,Member,149,1.26,13.86,0.0,15.12
14632,3,7,8.0,Member,107,2.52,12.05,0.0,14.57
14633,5,6,,Time Limited,53,2.81,3.73,0.0,6.54
14634,4,2,23.0,Member,117,6.04,11.67,0.0,17.71
14635,1,15,6.0,Member,77,7.27,7.23,0.0,14.5
14636,2,6,,Standard,78,0.84,5.91,1.38,5.37
14637,3,2,35.0,Member,163,1.02,26.01,0.0,27.03
14638,3,6,,Standard,107,0.74,16.38,0.0,17.12
14639,5,9,,Free,19,5.01,2.42,1.68,5.75
14640,2,16,,Standard,50,6.75,6.94,0.0,13.69
14641,2,1,,Standard,130,2.34,18.39,0.0,20.73
14642,2,15,28.0,Member,83,0.61,7.3,0.0,7.91
14643,2,11,9.0,Member,115,0.25,14.21,0.0,14.46
14644,3,6,,Standard,54,2.46,8.61,1.66,9.41
14645,3,6,,Standard,100,1.67,15.09,2.58,14.18
14646,1,3,,Standard,79,0.41,5.55,0.0,5.96
14647,1,2,,Standard,98,4.89,13.23,0.0,18.12
14648,1,2,,Standard,115,2.25,12.62,1.82,13.05
14649,5,5,7.0,Member,169,2.84,11.92,0.0,14.76
14650,4,2,8.0,Member,114,0.68,18.05,0.0,18.73
14651,5,10,40.0,Member,79,5.6,11.03,0.0,16.63
14652,3,15,,Free,18,5.34,2.86,0.0,8.2
14653,5,13,,Standard,57,2.85,7.41,0.0,10.26
14654,5,16,54.0,Member,82,5.01,10.77,0.0,15.78
14655,1,6,,Free,48,6.03,4.31,0.0,10.34
14656,5,5,,Free,41,0.14,5.25,0.0,5.39
14657,2,6,49.0,Member,60,7.49,4.72,2.25,9.96
14658,5,9,,Administrator,26,6.12,3.69,0.0,9.81
14659,3,10,,Free,17,2.85,1.21,0.0,4.06
14660,2,3,,Standard,101,1.57,10.33,0.0,11.9
14661,4,13,,Standard,102,3.84,12.18,0.0,16.02
14662,1,9,54.0,Member,62,0.28,6.56,0.0,6.84
14663,1,9,,Administrator,20,2.73,2.95,0.21,5.47
14664,3,15,,Free,41,6.96,5.58,0.0,12.54
14665,1,8,,Standard,117,3.78,15.13,0.0,18.91
14666,5,15,,Standard,89,0.78,13.08,1.25,12.61
14667,3,15,,Standard,74,5.94,7.03,0.0,12.97
14668,4,7,,Time Limited,85,2.62,8.77,0.0,11.39
14669,1,11,,Standard,87,5.66,9.32,1.75,13.23
