transaction_id,cashier_id,terminal_id,item_id,member_id,transaction_datetime,income_expense,payment_method,transaction_type,amount_tnd
687,5,12,,,2024-05-31 12:42:12,Income,Cash,Computer Incomes,"5,94"
688,1,7,7.0,,2024-05-31 13:12:47,Income,Cash,Order Incomes,"20,78"
689,5,24,,,2024-05-31 13:58:21,Income,Cash,Playstation Incomes,"13,46"
690,1,2,,,2024-05-31 13:59:55,Income,Cash,Computer Incomes,"2,73"
691,2,16,,,2024-05-31 14:16:53,Income,Cash,Computer Incomes,"5,25"
692,5,9,,,2024-05-31 14:17:21,Income,Cash,Computer Incomes,"16,66"
693,5,24,,,2024-05-31 14:48:02,Income,Credit Card,Playstation Incomes,"15,53"
694,4,9,,,2024-05-31 15:13:01,Income,Cash,Computer Incomes,"6,85"
695,3,23,,,2024-05-31 15:22:32,Income,Cash,Playstation Incomes,"8,22"
696,1,1,33.0,,2024-05-31 15:28:33,Income,Credit Card,Order Incomes,"17,12"
697,5,9,,,2024-05-31 16:18:52,Income,Cash,Computer Incomes,"12,79"
698,2,1,,,2024-05-31 17:20:40,Income,Cash,Computer Incomes,"21,00"
699,4,9,,,2024-05-31 17:36:46,Income,Cash,Computer Incomes,"7,53"
700,4,24,,,2024-05-31 18:24:08,Income,Cash,Playstation Incomes,"18,71"
701,4,13,,,2024-05-31 18:45:14,Income,Cash,Computer Incomes,"4,11"
702,2,15,,,2024-05-31 18:57:33,Income,Cash,Computer Incomes,"12,09"
703,2,15,,,2024-05-31 19:11:41,Income,Cash,Computer Incomes,"18,50"
704,4,3,,,2024-05-31 19:58:28,Income,Cash,Computer Incomes,"18,72"
705,3,7,,,2024-05-31 20:46:37,Income,Cash,Computer Incomes,"8,44"
706,3,15,,,2024-05-31 21:26:49,Income,Cash,Computer Incomes,"8,90"
707,5,4,,51.0,2024-05-31 21:58:10,Income,Cash,Member Transactions,"14,15"
708,1,2,,,2024-05-31 22:00:41,Income,Credit Card,Computer Incomes,"15,76"
709,5,2,,,2024-05-31 22:12:14,Income,Cash,Computer Incomes,"14,61"
710,5,9,,,2024-05-31 22:58:39,Income,Credit Card,Computer Incomes,"20,78"
711,5,5,,,2024-05-31 23:04:46,Income,Cash,Computer Incomes,"11,41"
712,1,23,,,2024-05-31 23:59:26,Income,Cash,Playstation Incomes,"21,00"
713,5,2,,,2024-06-01 09:21:29,Income,Cash,Computer Incomes,"5,89"
714,4,9,,,2024-06-01 10:27:24,Income,Cash,Computer Incomes,"3,24"
715,5,23,,,2024-06-01 10:29:58,Income,Cash,Playstation Incomes,"21,22"
716,2,9,38.0,,2024-06-01 11:11:17,Income,Cash,Order Incomes,"10,60"
717,1,9,,,2024-06-01 11:22:18,Income,Cash,Computer Incomes,"13,26"
718,2,23,,,2024-06-01 11:38:36,Income,Credit Card,Playstation Incomes,"6,18"
719,2,12,,,2024-06-01 12:04:37,Income,Credit Card,Computer Incomes,"2,95"
720,2,4,,,2024-06-01 12:21:54,Income,Cash,Computer Incomes,"20,92"
721,2,5,,,2024-06-01 12:26:18,Income,Cash,Computer Incomes,"5,89"
722,3,24,,,2024-06-01 12:28:16,Income,Cash,Playstation Incomes,"7,08"
723,1,15,,10.0,2024-06-01 12:30:20,Income,Cash,Member Transactions,"15,32"
724,5,8,,16.0,2024-06-01 13:05:44,Income,Cash,Member Transactions,"8,83"
725,2,12,18.0,,2024-06-01 13:54:45,Income,Cash,Order Incomes,"29,18"
726,2,2,,,2024-06-01 14:45:44,Income,Cash,Computer Incomes,"10,91"
727,4,14,,,2024-06-01 14:51:12,Income,Cash,Computer Incomes,"25,34"
728,3,24,,,2024-06-01 14:57:56,Income,Cash,Playstation Incomes,"27,10"
729,4,15,,,2024-06-01 16:52:54,Income,Cash,Computer Incomes,"28,28"
730,4,23,,,2024-06-01 17:08:46,Income,Cash,Playstation Incomes,"8,25"
731,1,7,,,2024-06-01 18:13:38,Income,Cash,Computer Incomes,"23,28"
732,1,9,,,2024-06-01 19:22:55,Income,Cash,Computer Incomes,"26,22"
733,1,23,,,2024-06-01 19:50:45,Income,Cash,Playstation Incomes,"26,23"
734,5,11,,,2024-06-01 20:06:18,Income,Credit Card,Computer Incomes,"25,93"
735,5,6,,,2024-06-01 20:11:00,Income,Cash,Computer Incomes,"16,80"
736,2,24,,,2024-06-01 20:17:54,Income,Cash,Playstation Incomes,"20,04"
737,5,11,,,2024-06-01 21:37:04,Income,Cash,Computer Incomes,"22,09"
738,1,6,,,2024-06-01 21:47:03,Income,Cash,Computer Incomes,"10,02"
739,3,15,45.0,,2024-06-01 22:25:32,Income,Cash,Order Incomes,"25,93"
740,2,11,,,2024-06-01 23:47:36,Income,Cash,Computer Incomes,"22,99"
741,2,14,,,2024-06-01 23:53:11,Income,Cash,Computer Incomes,"19,75"
742,5,23,,,2024-06-02 09:20:56,Income,Cash,Playstation Incomes,"3,21"
743,3,23,,,2024-06-02 09:46:01,Income,Cash,Playstation Incomes,"14,78"
744,1,9,44.0,,2024-06-02 10:21:32,Income,Cash,Order Incomes,"27,95"
745,3,24,,,2024-06-02 10:38:20,Income,Cash,Playstation Incomes,"31,49"
746,3,23,,,2024-06-02 11:16:29,Income,Cash,Playstation Incomes,"23,45"
747,4,24,,,2024-06-02 11:36:10,Income,Cash,Playstation Incomes,"5,14"
748,1,3,19.0,,2024-06-02 12:06:20,Income,Cash,Order Incomes,"12,20"
749,5,24,,,2024-06-02 12:27:31,Income,Cash,Playstation Incomes,"21,20"
750,1,23,,,2024-06-02 13:54:03,Income,Cash,Playstation Incomes,"18,64"
751,2,14,23.0,,2024-06-02 15:38:38,Income,Cash,Order Incomes,"6,42"
752,3,5,47.0,,2024-06-02 15:55:59,Income,Cash,Order Incomes,"8,99"
753,5,12,,,2024-06-02 16:11:31,Income,Credit Card,Computer Incomes,"11,57"
754,3,24,,,2024-06-02 18:19:56,Income,Cash,Playstation Incomes,"4,17"
755,3,7,29.0,,2024-06-02 18:38:55,Income,Credit Card,Order Incomes,"8,99"
756,4,11,,,2024-06-02 18:56:39,Income,Cash,Computer Incomes,"21,21"
757,5,23,,,2024-06-02 21:02:24,Income,Cash,Playstation Incomes,"24,74"
758,4,24,,,2024-06-02 21:51:22,Income,Cash,Playstation Incomes,"24,74"
759,4,6,,2.0,2024-06-02 21:58:13,Income,Credit Card,Member Transactions,"24,74"
760,2,23,,,2024-06-02 22:22:34,Income,Cash,Playstation Incomes,"17,02"
761,5,9,,,2024-06-02 22:52:54,Income,Cash,Computer Incomes,"28,92"
762,4,15,,,2024-06-02 23:04:06,Income,Cash,Computer Incomes,"13,49"
763,4,24,,,2024-06-02 23:55:08,Income,Cash,Playstation Incomes,"20,57"
764,3,10,,,2024-06-03 09:26:50,Income,Credit Card,Computer Incomes,"12,82"
765,2,10,15.0,,2024-06-03 11:18:41,Income,Credit Card,Order Incomes,"2,71"
766,3,9,,,2024-06-03 11:44:23,Income,Cash,Computer Incomes,"13,56"
767,2,9,29.0,,2024-06-03 12:07:14,Income,Cash,Order Incomes,"19,48"
768,4,23,,,2024-06-03 12:21:16,Income,Credit Card,Playstation Incomes,"16,52"
769,5,23,,,2024-06-03 13:36:17,Income,Cash,Playstation Incomes,"22,93"
770,2,9,,,2024-06-03 15:08:32,Income,Cash,Computer Incomes,"16,02"
771,5,16,22.0,,2024-06-03 15:55:44,Income,Cash,Order Incomes,"8,63"
772,2,7,,,2024-06-03 16:42:12,Income,Cash,Computer Incomes,"16,76"
773,2,10,,,2024-06-03 16:59:28,Income,Credit Card,Computer Incomes,"23,42"
774,1,24,,,2024-06-03 17:05:36,Income,Cash,Playstation Incomes,"13,32"
775,3,15,,,2024-06-03 17:16:03,Income,Cash,Computer Incomes,"19,72"
776,5,24,,,2024-06-03 18:31:50,Income,Cash,Playstation Incomes,"10,10"
777,4,12,,,2024-06-03 19:50:33,Income,Cash,Computer Incomes,"8,63"
778,5,10,,,2024-06-03 20:29:22,Income,Cash,Computer Incomes,"22,67"
779,4,15,,,2024-06-03 20:35:15,Income,Credit Card,Computer Incomes,"11,83"
780,3,7,,37.0,2024-06-03 21:36:10,Income,Cash,Member Transactions,"13,80"
781,5,12,,,2024-06-03 21:45:21,Income,Cash,Computer Incomes,"15,77"
782,3,11,,,2024-06-03 22:11:38,Income,Credit Card,Computer Incomes,"10,84"
783,4,2,,,2024-06-03 22:20:17,Income,Cash,Computer Incomes,"13,32"
784,2,13,,55.0,2024-06-03 22:29:06,Income,Cash,Member Transactions,"4,00"
785,5,24,,,2024-06-03 23:56:04,Income,Cash,Playstation Incomes,"10,60"
786,3,9,,,2024-06-04 09:39:49,Income,Cash,Computer Incomes,"5,52"
787,1,24,,,2024-06-04 11:18:17,Income,Cash,Playstation Incomes,"3,42"
788,2,16,,,2024-06-04 11:32:48,Income,Cash,Computer Incomes,"5,51"
789,2,12,,,2024-06-04 12:59:55,Income,Cash,Computer Incomes,"16,93"
790,3,2,25.0,,2024-06-04 13:19:09,Income,Cash,Order Incomes,"16,94"
791,1,1,,,2024-06-04 13:49:31,Income,Cash,Computer Incomes,"10,85"
792,3,8,,,2024-06-04 13:58:16,Income,Cash,Computer Incomes,"10,47"
793,5,14,,,2024-06-04 14:09:43,Income,Cash,Computer Incomes,"6,66"
794,1,23,,,2024-06-04 14:31:50,Income,Cash,Playstation Incomes,"16,36"
795,1,16,,,2024-06-04 14:32:12,Income,Credit Card,Computer Incomes,"8,76"
796,4,13,,,2024-06-04 14:36:44,Income,Credit Card,Computer Incomes,"2,86"
797,5,9,,,2024-06-04 14:53:03,Income,Cash,Computer Incomes,"6,47"
798,5,23,,,2024-06-04 16:19:08,Income,Cash,Playstation Incomes,"10,46"
799,1,2,,,2024-06-04 16:52:15,Income,Cash,Computer Incomes,"17,71"
800,3,14,,,2024-06-04 17:03:10,Income,Cash,Computer Incomes,"18,46"
801,2,2,,,2024-06-04 17:50:51,Income,Cash,Computer Incomes,"13,52"
802,1,14,,3.0,2024-06-04 18:11:02,Income,Cash,Member Transactions,"2,29"
803,3,5,32.0,,2024-06-04 18:14:51,Income,Cash,Order Incomes,"11,60"
804,3,9,,,2024-06-04 18:57:14,Income,Cash,Computer Incomes,"11,04"
805,1,23,,,2024-06-04 20:00:36,Income,Cash,Playstation Incomes,"6,86"
806,2,24,,,2024-06-04 22:57:20,Income,Cash,Playstation Incomes,"13,71"
807,4,13,,,2024-06-04 23:26:26,Income,Cash,Computer Incomes,"13,14"
808,1,4,,3.0,2024-06-04 23:51:09,Income,Credit Card,Member Transactions,"3,42"
809,2,23,,,2024-06-05 09:52:01,Income,Cash,Playstation Incomes,"2,23"
810,1,9,,,2024-06-05 10:08:01,Income,Cash,Computer Incomes,"11,57"
811,2,13,,,2024-06-05 10:20:44,Income,Cash,Computer Incomes,"17,35"
812,2,12,,,2024-06-05 10:51:50,Income,Cash,Computer Incomes,"16,78"
813,1,9,,,2024-06-05 11:03:20,Income,Cash,Computer Incomes,"10,63"
814,2,2,,,2024-06-05 12:12:55,Income,Cash,Computer Incomes,"4,10"
815,1,23,,,2024-06-05 12:46:57,Income,Cash,Playstation Incomes,"4,29"
816,3,6,,,2024-06-05 13:40:10,Income,Cash,Computer Incomes,"14,18"
817,2,24,,,2024-06-05 13:59:13,Income,Credit Card,Playstation Incomes,"7,45"
818,1,15,,,2024-06-05 15:49:07,Income,Cash,Computer Incomes,"10,45"
819,1,9,,,2024-06-05 16:02:43,Income,Cash,Computer Incomes,"4,29"
820,5,8,,63.0,2024-06-05 16:42:01,Income,Cash,Member Transactions,"3,17"
821,1,4,13.0,,2024-06-05 18:17:10,Income,Cash,Order Incomes,"2,24"
822,5,9,,,2024-06-05 19:21:08,Income,Cash,Computer Incomes,"18,65"
823,5,1,,,2024-06-05 19:24:47,Income,Cash,Computer Incomes,"2,79"
824,1,12,,,2024-06-05 19:56:07,Income,Cash,Computer Incomes,"6,35"
825,3,24,,,2024-06-05 19:56:23,Income,Cash,Playstation Incomes,"5,96"
826,2,15,,,2024-06-05 20:27:21,Income,Cash,Computer Incomes,"6,53"
827,3,16,,,2024-06-05 22:27:49,Income,Credit Card,Computer Incomes,"18,64"
828,3,16,,,2024-06-05 23:19:08,Income,Credit Card,Computer Incomes,"13,06"
829,3,24,,,2024-06-05 23:43:24,Income,Credit Card,Playstation Incomes,"17,16"
830,5,14,,,2024-06-06 09:24:13,Income,Cash,Computer Incomes,"21,51"
831,5,5,,,2024-06-06 10:27:10,Income,Credit Card,Computer Incomes,"3,63"
832,5,14,,,2024-06-06 10:28:51,Income,Cash,Computer Incomes,"24,58"
833,5,8,,11.0,2024-06-06 12:03:35,Income,Cash,Member Transactions,"2,70"
834,5,12,,,2024-06-06 12:39:32,Income,Cash,Computer Incomes,"3,35"
835,1,9,,,2024-06-06 13:50:29,Income,Credit Card,Computer Incomes,"6,42"
836,5,1,,,2024-06-06 13:56:34,Income,Cash,Computer Incomes,"19,83"
837,1,16,,19.0,2024-06-06 15:05:46,Income,Cash,Member Transactions,"15,08"
838,2,16,,,2024-06-06 15:57:30,Income,Cash,Computer Incomes,"19,55"
839,4,7,,,2024-06-06 16:20:56,Income,Cash,Computer Incomes,"7,26"
840,4,23,,,2024-06-06 17:10:30,Income,Credit Card,Playstation Incomes,"14,25"
841,3,15,,,2024-06-06 18:57:56,Income,Credit Card,Computer Incomes,"26,81"
842,5,10,,,2024-06-06 19:16:37,Income,Cash,Computer Incomes,"17,31"
843,4,10,35.0,,2024-06-06 19:28:53,Income,Cash,Order Incomes,"25,41"
844,2,6,,,2024-06-06 19:46:15,Income,Cash,Computer Incomes,"15,91"
845,1,12,,,2024-06-06 20:01:52,Income,Cash,Computer Incomes,"10,06"
846,1,24,,,2024-06-06 21:52:20,Income,Cash,Playstation Incomes,"20,67"
847,2,10,,,2024-06-06 21:55:30,Income,Credit Card,Computer Incomes,"4,46"
848,4,13,7.0,,2024-06-06 22:04:03,Income,Cash,Order Incomes,"7,27"
849,4,5,,,2024-06-06 23:33:41,Income,Cash,Computer Incomes,"21,79"
850,1,12,,,2024-06-06 23:39:47,Income,Credit Card,Computer Incomes,"19,83"
851,2,24,,,2024-06-07 09:02:04,Income,Cash,Playstation Incomes,"11,10"
852,1,10,,,2024-06-07 09:09:11,Income,Cash,Computer Incomes,"19,43"
853,3,9,,,2024-06-07 09:40:13,Income,Cash,Computer Incomes,"6,56"
854,5,23,,,2024-06-07 09:55:39,Income,Cash,Playstation Incomes,"23,23"
855,5,3,,,2024-06-07 10:06:22,Income,Cash,Computer Incomes,"23,22"
856,3,6,,,2024-06-07 10:07:34,Income,Cash,Computer Incomes,"10,35"
857,1,7,,60.0,2024-06-07 11:16:29,Income,Credit Card,Member Transactions,"5,80"
858,2,8,,,2024-06-07 12:01:03,Income,Cash,Computer Incomes,"7,07"
859,1,6,,,2024-06-07 12:04:57,Income,Cash,Computer Incomes,"19,68"
860,1,24,,,2024-06-07 13:11:24,Income,Cash,Playstation Incomes,"3,29"
861,5,23,,,2024-06-07 14:54:06,Income,Cash,Playstation Incomes,"6,82"
862,2,23,,,2024-06-07 14:59:35,Income,Cash,Playstation Incomes,"14,89"
863,4,1,,,2024-06-07 15:06:00,Income,Cash,Computer Incomes,"12,37"
864,3,9,,,2024-06-07 15:23:09,Income,Cash,Computer Incomes,"19,69"
865,4,23,,,2024-06-07 15:57:43,Income,Cash,Playstation Incomes,"15,91"
866,5,1,3.0,,2024-06-07 16:27:22,Income,Cash,Order Incomes,"6,56"
867,2,24,,,2024-06-07 16:30:41,Income,Credit Card,Playstation Incomes,"19,69"
868,3,11,,,2024-06-07 17:27:37,Income,Cash,Computer Incomes,"22,97"
869,4,8,34.0,,2024-06-07 17:33:42,Income,Cash,Order Incomes,"10,34"
870,3,6,,,2024-06-07 17:38:14,Income,Cash,Computer Incomes,"25,24"
871,4,24,,,2024-06-07 17:41:04,Income,Cash,Playstation Incomes,"12,37"
872,1,11,,,2024-06-07 18:12:42,Income,Cash,Computer Incomes,"22,21"
873,3,2,24.0,,2024-06-07 19:02:21,Income,Cash,Order Incomes,"15,90"
874,1,9,,,2024-06-07 20:11:22,Income,Cash,Computer Incomes,"11,36"
875,1,15,,,2024-06-07 20:16:49,Income,Cash,Computer Incomes,"15,14"
876,1,2,,,2024-06-07 21:37:41,Income,Cash,Computer Incomes,"24,48"
877,4,15,,,2024-06-07 22:12:08,Income,Cash,Computer Incomes,"23,98"
878,1,2,28.0,,2024-06-07 22:28:28,Income,Cash,Order Incomes,"2,78"
879,3,23,,,2024-06-07 23:48:51,Income,Cash,Playstation Incomes,"3,03"
880,4,6,,,2024-06-08 09:29:16,Income,Cash,Computer Incomes,"13,29"
881,4,7,,,2024-06-08 10:19:14,Income,Cash,Computer Incomes,"10,28"
882,1,10,10.0,,2024-06-08 10:21:38,Income,Cash,Order Incomes,"16,94"
883,3,2,16.0,,2024-06-08 10:25:51,Income,Cash,Order Incomes,"17,58"
884,4,2,,,2024-06-08 11:01:55,Income,Credit Card,Computer Incomes,"8,37"
885,4,10,,,2024-06-08 11:13:27,Income,Cash,Computer Incomes,"21,22"
886,4,8,,,2024-06-08 12:12:36,Income,Cash,Computer Incomes,"9,65"
887,4,24,,,2024-06-08 12:17:59,Income,Cash,Playstation Incomes,"19,73"
888,2,8,,,2024-06-08 13:10:12,Income,Cash,Computer Incomes,"9,44"
889,2,16,,,2024-06-08 13:25:02,Income,Cash,Computer Incomes,"20,58"
890,2,24,,,2024-06-08 13:27:17,Income,Cash,Playstation Incomes,"3,64"
891,2,3,,,2024-06-08 13:57:06,Income,Cash,Computer Incomes,"6,65"
892,5,11,,,2024-06-08 14:07:15,Income,Cash,Computer Incomes,"9,86"
893,1,5,,,2024-06-08 14:33:25,Income,Cash,Computer Incomes,"5,14"
894,5,4,,,2024-06-08 14:37:41,Income,Cash,Computer Incomes,"7,50"
895,2,10,,,2024-06-08 15:13:22,Income,Cash,Computer Incomes,"21,43"
896,3,23,,,2024-06-08 15:18:35,Income,Cash,Playstation Incomes,"6,86"
897,1,14,,,2024-06-08 15:44:16,Income,Cash,Computer Incomes,"7,07"
898,3,10,,,2024-06-08 15:47:19,Income,Cash,Computer Incomes,"11,58"
899,3,23,,,2024-06-08 15:55:52,Income,Cash,Playstation Incomes,"11,57"
900,1,13,,,2024-06-08 16:19:31,Income,Cash,Computer Incomes,"3,86"
901,1,6,31.0,,2024-06-08 16:26:38,Income,Cash,Order Incomes,"7,71"
902,1,8,,,2024-06-08 16:28:31,Income,Cash,Computer Incomes,"19,94"
903,5,15,8.0,,2024-06-08 16:31:23,Income,Cash,Order Incomes,"20,36"
904,2,15,,,2024-06-08 16:39:51,Income,Cash,Computer Incomes,"6,86"
905,2,8,,,2024-06-08 16:47:32,Income,Cash,Computer Incomes,"3,86"
906,1,12,,2.0,2024-06-08 17:10:47,Income,Credit Card,Member Transactions,"12,65"
907,5,9,,,2024-06-08 17:10:54,Income,Credit Card,Computer Incomes,"20,15"
908,4,2,,,2024-06-08 18:06:13,Income,Credit Card,Computer Incomes,"11,14"
909,1,1,,,2024-06-08 18:31:49,Income,Cash,Computer Incomes,"18,23"
910,3,13,,14.0,2024-06-08 19:18:51,Income,Cash,Member Transactions,"14,58"
911,5,3,,,2024-06-08 19:51:04,Income,Cash,Computer Incomes,"21,22"
912,5,4,,,2024-06-08 19:56:11,Income,Cash,Computer Incomes,"13,71"
913,3,6,,,2024-06-08 20:51:49,Income,Cash,Computer Incomes,"5,79"
914,5,16,29.0,,2024-06-08 20:51:55,Income,Cash,Order Incomes,"6,64"
915,3,3,,,2024-06-08 21:01:46,Income,Cash,Computer Incomes,"13,93"
916,2,6,,,2024-06-08 21:50:42,Income,Cash,Computer Incomes,"11,37"
917,5,15,,,2024-06-08 23:16:14,Income,Cash,Computer Incomes,"12,00"
918,5,4,28.0,,2024-06-08 23:33:36,Income,Cash,Order Incomes,"21,01"
919,1,13,,,2024-06-08 23:49:38,Income,Cash,Computer Incomes,"14,57"
920,3,7,,,2024-06-09 12:06:44,Income,Cash,Computer Incomes,"8,99"
921,1,2,,,2024-06-09 12:20:21,Income,Cash,Computer Incomes,"4,10"
922,3,12,,,2024-06-09 14:11:53,Income,Cash,Computer Incomes,"14,89"
923,1,10,,,2024-06-09 14:28:07,Income,Cash,Computer Incomes,"14,88"
924,2,4,,,2024-06-09 14:48:30,Income,Cash,Computer Incomes,"5,14"
925,5,24,,,2024-06-09 15:05:33,Income,Cash,Playstation Incomes,"25,40"
926,5,3,,,2024-06-09 15:33:43,Income,Cash,Computer Incomes,"24,11"
927,2,13,,51.0,2024-06-09 15:57:16,Income,Cash,Member Transactions,"4,36"
928,1,11,,,2024-06-09 16:12:07,Income,Cash,Computer Incomes,"13,08"
929,4,23,,,2024-06-09 17:50:03,Income,Cash,Playstation Incomes,"19,75"
930,5,1,5.0,,2024-06-09 17:59:41,Income,Cash,Order Incomes,"2,57"
931,2,4,28.0,,2024-06-09 18:12:15,Income,Cash,Order Incomes,"16,16"
932,3,7,11.0,,2024-06-09 19:08:58,Income,Cash,Order Incomes,"25,40"
933,4,11,,,2024-06-09 19:46:05,Income,Cash,Computer Incomes,"6,67"
934,5,10,37.0,,2024-06-09 20:30:38,Income,Cash,Order Incomes,"16,93"
935,4,7,17.0,,2024-06-09 21:00:52,Income,Cash,Order Incomes,"5,39"
936,4,6,,,2024-06-09 23:39:08,Income,Cash,Computer Incomes,"19,50"
937,5,9,,,2024-06-09 23:42:29,Income,Cash,Computer Incomes,"6,68"
938,1,7,,,2024-06-10 09:30:36,Income,Cash,Computer Incomes,"15,71"
939,2,15,,,2024-06-10 10:30:18,Income,Cash,Computer Incomes,"29,00"
940,3,9,,,2024-06-10 10:52:40,Income,Cash,Computer Incomes,"15,71"
941,1,24,,,2024-06-10 10:56:04,Income,Cash,Playstation Incomes,"6,44"
942,1,9,,,2024-06-10 11:04:40,Income,Cash,Computer Incomes,"37,86"
943,2,10,31.0,,2024-06-10 11:30:46,Income,Credit Card,Order Incomes,"27,79"
944,3,15,,,2024-06-10 11:39:58,Income,Cash,Computer Incomes,"11,27"
945,1,5,,,2024-06-10 12:21:19,Income,Cash,Computer Incomes,"36,24"
946,3,1,,,2024-06-10 13:13:23,Income,Cash,Computer Incomes,"5,23"
947,3,9,,,2024-06-10 14:42:27,Income,Cash,Computer Incomes,"13,70"
948,1,15,,50.0,2024-06-10 15:05:41,Income,Cash,Member Transactions,"26,58"
949,3,1,,,2024-06-10 15:21:28,Income,Cash,Computer Incomes,"4,44"
950,5,3,,,2024-06-10 17:33:50,Income,Cash,Computer Incomes,"17,31"
951,3,10,,,2024-06-10 19:22:48,Income,Cash,Computer Incomes,"13,30"
952,3,15,,,2024-06-10 19:31:43,Income,Cash,Computer Incomes,"31,42"
953,1,1,,48.0,2024-06-10 20:33:38,Income,Credit Card,Member Transactions,"15,45"
954,2,10,,,2024-06-10 21:01:22,Income,Cash,Computer Incomes,"8,05"
955,2,5,42.0,,2024-06-10 22:31:06,Income,Credit Card,Order Incomes,"6,45"
956,1,6,,,2024-06-10 22:59:27,Income,Cash,Computer Incomes,"29,00"
957,5,4,,,2024-06-10 23:23:00,Income,Cash,Computer Incomes,"4,02"
958,5,3,,,2024-06-10 23:47:10,Income,Cash,Computer Incomes,"20,95"
959,4,12,,,2024-06-11 09:14:13,Income,Cash,Computer Incomes,"21,55"
960,2,5,23.0,,2024-06-11 09:56:01,Income,Cash,Order Incomes,"3,12"
961,1,7,3.0,,2024-06-11 10:08:54,Income,Cash,Order Incomes,"21,00"
962,5,13,34.0,,2024-06-11 10:51:49,Income,Cash,Order Incomes,"7,37"
963,3,3,41.0,,2024-06-11 11:33:20,Income,Cash,Order Incomes,"9,08"
964,4,10,,,2024-06-11 12:06:12,Income,Cash,Computer Incomes,"21,00"
965,4,1,,,2024-06-11 12:20:10,Income,Cash,Computer Incomes,"9,93"
966,2,10,,,2024-06-11 12:30:43,Income,Cash,Computer Incomes,"21,55"
967,4,24,,,2024-06-11 12:39:11,Income,Cash,Playstation Incomes,"11,07"
968,4,8,,,2024-06-11 12:40:03,Income,Cash,Computer Incomes,"10,77"
969,4,23,,,2024-06-11 13:45:49,Income,Credit Card,Playstation Incomes,"20,43"
970,4,1,,,2024-06-11 14:30:37,Income,Cash,Computer Incomes,"11,91"
971,2,23,,,2024-06-11 15:16:12,Income,Cash,Playstation Incomes,"5,68"
972,1,14,,,2024-06-11 15:30:17,Income,Credit Card,Computer Incomes,"25,24"
973,3,9,,,2024-06-11 15:50:16,Income,Credit Card,Computer Incomes,"8,23"
974,2,3,,,2024-06-11 16:09:49,Income,Cash,Computer Incomes,"25,25"
975,4,15,16.0,,2024-06-11 21:09:44,Income,Cash,Order Incomes,"18,44"
976,4,9,,,2024-06-11 21:17:47,Income,Cash,Computer Incomes,"22,97"
977,3,8,,,2024-06-11 21:47:35,Income,Cash,Computer Incomes,"6,53"
978,2,10,,,2024-06-11 22:26:14,Income,Cash,Computer Incomes,"16,17"
979,2,24,,,2024-06-11 23:41:27,Income,Cash,Playstation Incomes,"4,54"
980,3,6,,,2024-06-12 09:05:56,Income,Credit Card,Computer Incomes,"8,70"
981,3,23,,,2024-06-12 10:07:37,Income,Cash,Playstation Incomes,"35,20"
982,4,2,49.0,,2024-06-12 10:52:18,Income,Cash,Order Incomes,"29,28"
983,3,13,17.0,,2024-06-12 11:26:42,Income,Cash,Order Incomes,"22,94"
984,4,12,,,2024-06-12 12:20:03,Income,Cash,Computer Incomes,"23,33"
985,4,16,,,2024-06-12 12:52:05,Income,Cash,Computer Incomes,"33,23"
986,1,14,,,2024-06-12 13:01:12,Income,Cash,Computer Incomes,"12,26"
987,1,24,,,2024-06-12 16:28:00,Income,Cash,Playstation Incomes,"32,44"
988,3,10,,,2024-06-12 16:42:57,Income,Cash,Computer Incomes,"14,25"
989,1,23,,,2024-06-12 16:52:44,Income,Credit Card,Playstation Incomes,"7,52"
990,5,13,,,2024-06-12 16:55:17,Income,Credit Card,Computer Incomes,"35,21"
991,1,2,16.0,,2024-06-12 20:01:36,Income,Cash,Order Incomes,"16,21"
992,5,8,,,2024-06-12 20:06:19,Income,Cash,Computer Incomes,"22,94"
993,4,14,,,2024-06-12 21:14:50,Income,Credit Card,Computer Incomes,"11,47"
994,2,4,,,2024-06-12 21:23:28,Income,Cash,Computer Incomes,"22,16"
995,2,13,,,2024-06-12 22:23:48,Income,Cash,Computer Incomes,"14,24"
996,3,16,,,2024-06-12 23:10:04,Income,Cash,Computer Incomes,"20,97"
997,2,11,,41.0,2024-06-12 23:46:47,Income,Cash,Member Transactions,"26,10"
998,4,23,,,2024-06-13 09:03:59,Income,Cash,Playstation Incomes,"15,41"
999,1,7,,,2024-06-13 09:11:06,Income,Cash,Computer Incomes,"6,57"
1000,2,9,,,2024-06-13 09:38:50,Income,Cash,Computer Incomes,"15,60"
1001,3,23,,,2024-06-13 11:08:36,Income,Credit Card,Playstation Incomes,"8,62"
1002,1,4,,,2024-06-13 11:26:29,Income,Cash,Computer Incomes,"6,17"
1003,2,24,,,2024-06-13 13:04:44,Income,Cash,Playstation Incomes,"18,90"
1004,3,16,,,2024-06-13 15:49:43,Income,Cash,Computer Incomes,"14,98"
1005,2,1,,6.0,2024-06-13 15:58:21,Income,Cash,Member Transactions,"7,81"
1006,1,7,9.0,,2024-06-13 16:34:34,Income,Cash,Order Incomes,"5,34"
1007,2,24,,,2024-06-13 16:46:40,Income,Cash,Playstation Incomes,"8,22"
1008,4,1,,,2024-06-13 17:22:44,Income,Cash,Computer Incomes,"3,49"
1009,4,14,,,2024-06-13 17:52:58,Income,Cash,Computer Incomes,"16,64"
1010,2,3,,51.0,2024-06-13 18:23:28,Income,Cash,Member Transactions,"19,09"
